,0
0,"   Symbol                                 Company Name  Last Price  Change % Change    Volume
0     WMT                                 Walmart Inc.      103.18    0.02   +0.02%   3577424
1    INTC                            Intel Corporation       58.49   -0.07   -0.12%  19590953
2    CSCO                          Cisco Systems, Inc.       56.40    0.09   +0.16%  17749412
3       V                                    Visa Inc.      160.16   -0.28   -0.17%   7740663
4      PG                 The Procter & Gamble Company      106.05    0.20   +0.19%   6863310
5     CVX                          Chevron Corporation      119.86   -0.41   -0.34%   9389900
6    AAPL                                   Apple Inc.      203.86    0.73   +0.36%  20937337
7     XOM                      Exxon Mobil Corporation       81.13   -0.30   -0.37%   8943157
8      KO                        The Coca-Cola Company       47.48    0.20   +0.42%  10488459
9      HD                         The Home Depot, Inc.      205.66   -0.89   -0.43%   3054547
10     VZ                  Verizon Communications Inc.       58.04    0.26   +0.45%  12872523
11    NKE                                   NIKE, Inc.       89.20    0.47   +0.53%   6720373
12    DIS                      The Walt Disney Company      132.45    0.70   +0.53%  11236864
13    MMM                                   3M Company      218.88    1.24   +0.57%   1744588
14     BA                           The Boeing Company      380.07    2.55   +0.68%   4323144
15    JNJ                            Johnson & Johnson      137.52   -1.00   -0.72%   9915841
16    JPM                         JPMorgan Chase & Co.      113.46   -0.84   -0.73%  12100382
17    IBM  International Business Machines Corporation      140.33    1.22   +0.88%   4704746
18    UTX              United Technologies Corporation      137.00    1.21   +0.89%   2288592
19    WBA               Walgreens Boots Alliance, Inc.       54.63   -0.51   -0.92%   7709331
20    DOW                                     Dow Inc.       57.77   -0.55   -0.94%   5146831
21     GS                The Goldman Sachs Group, Inc.      205.91   -1.99   -0.96%   2804336
22    MRK                            Merck & Co., Inc.       73.19   -0.73   -0.99%  30109223
23    CAT                             Caterpillar Inc.      143.36    1.48   +1.04%   4493864
24    PFE                                  Pfizer Inc.       39.38   -0.50   -1.25%  47722983
25   MSFT                        Microsoft Corporation      123.37    1.60   +1.31%  24111597
26    AXP                     American Express Company      113.67    1.91   +1.71%   6183864
27    MCD                       McDonald's Corporation      194.91    3.30   +1.72%   2769653
28    TRV                The Travelers Companies, Inc.      138.93    3.06   +2.25%   2117311
29    UNH              UnitedHealth Group Incorporated      221.75    4.91   +2.26%  13849096"
